latitude,longitude,altitude,geometry,name,name:en,railway,ele,operator:type,layer,addr:full,addr:city,source,name:ar,osm_id,osm_type
31.0454325,31.3886258,,Point,المنصورة,Al-Mansura,station,,,,,,,المنصورة,1019565539,nodes
29.8815893,30.8698561,,Point,,,station,,,,,,,,10688353382,nodes
30.9992721,31.4016627,,Point,محطة شاوة,Mahattat Shawah,station,,,,,,,محطة شاوة,769128533,nodes
30.7390781,30.4806756,,Point,,,station,,,,,,,,10564809269,nodes
30.8557203,29.5419954,,Point,,,station,,,,,,,,6100702050,nodes
30.9768115,29.7212507,,Point,,,station,,,,,,,,10559550678,nodes
30.9979606,29.7645395,,Point,Ikingi Maryut,,station,,,,,,,,6497561530,nodes
30.9691877,28.7227548,,Point,محطة سيدى عبد الرحمن,Sidi Abdelrahman,station,,,,,,,محطة سيدى عبد الرحمن,768026921,nodes
30.7895688,29.1945681,,Point,العمائد,Al Amaid,station,,,,,,,العمائد,768577699,nodes
30.7694856,29.3302033,,Point,,,station,,,,,,,,4099047091,nodes
30.8800018,29.4977651,,Point,جبل الحمام,Gabel al Hammam,station,,,,,,,جبل الحمام,318015125,nodes
30.8241438,29.5468889,,Point,,,station,,,,,,,,6090804167,nodes
30.8393149,29.3894904,,Point,,,station,,,,,,,,2925632632,nodes
30.812337,29.3163908,,Point,محطة الرؤيسات,Mahattat al Ruaysat,station,,,,,,,محطة الرؤيسات,1540997074,nodes
30.9215106,29.595433,,Point,قرية بهيج,,station,,,,,,,قرية بهيج,6102322694,nodes
29.0762716,31.0947833,,Point,بني سويف,Beni Suef,station,,,,,,,بني سويف,520515246,nodes
31.1575886,31.0015821,,Point,,,station,,,,,,,,10598550524,nodes
31.1978437,31.0891559,,Point,كوم الطويل,Kom al Tawil,station,,,,,,,كوم الطويل,768579929,nodes
31.275776,30.6345558,,Point,,,station,,,,,,,,10600956382,nodes
30.2734433,30.9076178,,Point,محطة أبو غالب,Mahattat Abu Ghalib,station,,,,,,,محطة أبو غالب,768550630,nodes
30.3579232,30.8184572,,Point,الخطاطبة,Al-Khatatba,station,,,,,,,الخطاطبة,1040778821,nodes
30.4266333,30.8268333,,Point,,,station,,,,,,,,10567211879,nodes
30.4965395,30.814218,,Point,,,station,,,,,,,,10567093678,nodes
30.4630056,30.8236618,,Point,,,station,,,,,,,,10567179352,nodes
31.0694343,30.5518365,,Point,,,station,,,,,,,,10599263034,nodes
31.1615144,30.6222673,,Point,,,station,,,,,,,,10600864184,nodes
31.2798501,30.0826555,,Point,الطابية,El-Tabyah,station,,,,,,,,10601354357,nodes
31.4083114,30.4193478,,Point,رشيد,Rosetta,station,,,,,,,رشيد,1039369482,nodes
31.2983653,30.3036688,,Point,إدكو,Idku,station,,,,,,,إدكو,1039369281,nodes
31.3321431,30.4033021,,Point,محطة البصيلي,Al Busayit,station,,,,,,,محطة البصيلي,1039369509,nodes
31.1754785,31.2275414,,Point,,,station,,,,,,,,10596062401,nodes
31.2570693,29.9940489,,Point,محطة سيدي بشر,Sidi Beshr,station,,,,,,,سيدي بشر,339078708,nodes
31.2868746,30.525038,,Point,مطوبس,Mutubis,station,,,,,,,مطوبس,1039391155,nodes
31.2642244,30.6791785,,Point,القصابي,Al-Qasabi,station,,,,,,,القصابي,1039391169,nodes
31.206995,31.0542619,,Point,,,station,,,,,,,,2120516646,nodes
31.2087203,31.3554408,,Point,بلقاس,Bilqas,station,,,,,,,بلقاس,1040811607,nodes
30.2913324,30.8834703,,Point,الوردين,Al Wardian,station,,,,,,,الوردين,768550706,nodes
28.12522,30.7417131,,Point,Damrais train station,,station,,,,,,,,1156216297,nodes
30.7593783,30.697802,,Point,كوم حمادة,Kom Hamada,station,,,,,,,كوم حمادة,1040778845,nodes
31.2675627,30.1262299,,Point,الطرح,El-Tarh,station,,,,,,,,768567334,nodes
30.5297534,30.9177968,,Point,منشية سلطان,Manshiyet Sultan,station,,,,,,,منشية سلطان,768095266,nodes
30.7270801,30.7147887,,Point,,,station,,,,,,,,10565170844,nodes
30.6778733,30.9448938,,Point,تلا,Tala,station,,,,,,,تلا,1039343019,nodes
30.8841951,30.6618086,,Point,إيتاي البارود,Ityai Al-Barud,station,,,,,,,إتاي البارود,1040778959,nodes
30.7813342,30.9942113,,Point,محطة قطار طنطا,Tanta,station,,,,,,,محطة قطار طنطا,4723141800,nodes
31.1519496,29.8509814,,Point,,,station,,,,,,,,6132848326,nodes
31.0182579,29.7983194,,Point,Station,,station,,,,,,,,6497561537,nodes
31.067756,27.9171619,,Point,فوكة,Fukah,station,,,,,,,فوكة,768599168,nodes
31.0276366,28.4442506,,Point,الضبعه,Al-Dabaah,station,,,,,,,الضبعه,1154166993,nodes
31.1994034,25.9043627,,Point,,,station,,,,,,,,10543116099,nodes
31.0617862,29.8483896,,Point,,,station,,,,,,,,10559574169,nodes
29.3326791,31.1424325,,Point,,,station,,,,,,,,10685533579,nodes
30.928817,29.9501088,,Point,,,station,,,,,,,,10561868361,nodes
31.242995,29.9767735,,Point,محطة الرمل الميري,,station,,,,,,,محطة الرمل الميري,3874891889,nodes
30.9858475,28.5997444,,Point,,,station,,,,,,,,10549021787,nodes
31.1860896,29.9261461,,Point,محطة محرم بيك,Moharram Bey,station,,,,,,,محطة محرم بيك,1111472626,nodes
30.968415,31.1935985,,Point,محلة أبو علي,,station,,,,,,,محلة أبو علي,6487765585,nodes
31.204076,29.9299316,,Point,الحضرة,Al-Hadra,station,,,,,,,الحضرة,269662884,nodes
30.8585871,30.0688113,,Point,,,station,,,,,,,,10561868393,nodes
29.3369651,31.2043464,,Point,الواسطة,Al-Wasitah,station,,,,,,,الوسطى,520515418,nodes
30.7905952,30.1758964,,Point,,,station,,,,,,,,10561901794,nodes
28.6495512,30.8385764,,Point,مغاغة,Maghagheh,station,,,,,,,مغاغة,520514974,nodes
31.03556,28.1813226,,Point,جلال,Jalal,station,,,,,,,جلال,768026317,nodes
31,30.4,,Point,فاضل الباشا,Fadal Pasha,station,,,,,,,فاضل الباشا,769129657,nodes
31.154618,25.516431,,Point,بئر حباطة,Bir Habata,station,,,,,,,بئر حباطة,6013162698,nodes
31.1313084,27.8339051,,Point,أبو حجاج,Abu Hajjaj,station,,,,,,,أبو حجاج,2726633654,nodes
31.1633788,27.6285119,,Point,محطة سيدي حنيش,Sidi Haneish Station,station,,,,,,,محطة سيدي حنيش,1541494459,nodes
31.0849085,30.3097319,,Point,أبو حمص,Abu Hummus,station,,,,,,,1,1111472625,nodes
31.193363,29.9067595,,Point,محطة مصر,Masr station,station,,,,,,,محطة مصر,1125997846,nodes
31.1701579,31.1634238,,Point,,,station,,,,,,,,10596082420,nodes
31.2099415,30.5529273,,Point,فوة,Fuwah,station,,,,,,,فوة,1039398638,nodes
30.9662273,31.2153919,,Point,الراهبين,,station,,,,,,,الراهبين,6487765586,nodes
28.4951264,30.8063817,,Point,بنى مزار,Beni Mazar,station,,,,,,,بنى مزار,1060253795,nodes
30.2039612,31.7155954,,Point,المنطقة الصناعية,Industrial Park,station,,,,,,,المنطقة الصناعية,9885252617,nodes
31.1264911,30.6274959,,Point,,,station,,,,,,,,10599214594,nodes
26.0721448,32.2928535,,Point,الدابة,Al Dabba,station,,,,,,,الدابة,768583365,nodes
30.1248681,31.4030778,,Point,Air Mall,,station,,,,,,,,7984340765,nodes
25.9153578,32.7585718,,Point,قوص,Qus,station,,,,,,,قوص,1540484292,nodes
26.1625853,32.7271236,,Point,قنا,Qena,station,,,,,,,قنا,520513717,nodes
30.5533515,31.0048963,,Point,شبين الكوم,Shibin Al-Kom,station,,,,,,,شبين الكوم,1024943367,nodes
30.5046907,31.0054261,,Point,,,station,,,,,,,,10576295355,nodes
30.1635097,31.338272,,Point,المرج الجديدة,New El-Marg,station,,,,,,,المرج الجديدة,5353444300,nodes
31.3485785,27.2443664,,Point,مرسى مطروح,Marsa Matruh,station,,,,,مرسى مطروح,,مرسى مطروح,1889476237,nodes
26.1606338,32.5878808,,Point,محطة أولاد عمر,Mahattat Awlad Amr,station,,,,,,,محطة أولاد عمر,2723584164,nodes
30.6012748,32.2978702,,Point,محطة القرش,Mahattat al Qirsh,station,,,,,,,محطة القرش,1126060881,nodes
29.9811369,31.2119674,,Point,المنيب,Al-Mounib,station,,,,,,,المنيب,9160333614,nodes
27.1803762,31.1881884,,Point,أسيوط,Asyut,station,,,,,أسيوط,,أسيوط,520514464,nodes
28.6137699,30.8245832,,Point,محطة إشنين,Ishnin Halt,station,,,,,,,محطة إشنين,768585071,nodes
30.1630426,31.8997634,,Point,محطة وادي السيل,Mahattat Wadi al Sayl,station,,,,,,,محطة وادي السيل,768766275,nodes
26.1011067,32.4120068,,Point,محطة فاو,Faw Station,station,,,,,,,محطة فاو,520513134,nodes
26.1233268,32.4616661,,Point,دشنا,,station,,,,,,,دشنا,2723571740,nodes
29.9361647,31.2817387,,Point,كوتسكا,Kozzika,station,,,,,,,كوتسكا,316638613,nodes
26.9048996,31.4320112,,Point,طما,Tima,station,,,,,,,طما,1049682510,nodes
31.2935726,27.3326036,,Point,,,station,,,,,,,,318020042,nodes
30.0903392,31.2981109,,Point,حمامات القبة,Hammamat Al-Qobba,station,,,,,,,حمامات القبة,5349031075,nodes
31.3381021,25.1808287,,Point,أراد,,station,,,,,,,أراد,2319635997,nodes
31.5723799,25.1460704,,Point,السلوم,Al Sallum,station,,,,,,,السلوم,1098334301,nodes
30.1730854,31.5541345,,Point,المستقبل,Future,station,,,,,,,,9885252628,nodes
26.733333,31.533333,,Point,محطة الصوامعة,Mahattat al Sawamiah,station,,,,,,,محطة الصوامعة,768757269,nodes
26.551439,31.699088,,Point,سوهاج,Sohag,station,,,,,,,سوهاج,3605745438,nodes
25.9944865,32.8008886,,Point,قفـط,,station,,,,,,,قفـط,2723654248,nodes
25.6500046,32.566667,,Point,المريس,Al Maris Junction Cabin,station,,,,,,,المريس,768736618,nodes
26.0578898,32.1663329,,Point,Farshot Station,Farshot Station,station,,,,,,,,6567914726,nodes
29.8488841,31.3342033,,Point,حلوان,Helwan,station,,,,,,,حلوان,316636980,nodes
30.1796323,31.6057965,,Point,الشروق,El-Shorouk,station,,,,,,,,9885252631,nodes
30.2307243,31.6916138,,Point,Knowledge City - LRT Station,Knowledge City - LRT Station,station,,,,,,,محطة القطار الكهربائي الخفيف - مدينة المعارف,9885252618,nodes
30.1837293,31.6526735,,Point,هليوبوليس الجديدة,New Heliopolis,station,,,,,,,,9885252634,nodes
30.5933313,32.2700587,,Point,الإسماعيلية,Al-Ismailia,station,,,,,,,الإسماعيلية,1018510154,nodes
30.7708766,32.3166821,,Point,محطة البلاح,Mahattat al Ballah,station,,,,,,,محطة البلاح,1521683874,nodes
30.0980698,31.3047494,,Point,سراي القبة,Saray Al-Qobba,station,,,,,,,سراي القبة,5349031074,nodes
30.331617,32.2935708,,Point,,,station,,,,,,,,10657362291,nodes
31.1325999,30.6414413,,Point,دسوق,Desouk,station,,,,,دسوق,,دسوق,1024994600,nodes
30.2767059,32.3479299,,Point,محطة فنارة,Mahattat Fanarah,station,,,,,,,محطة فنارة,1521665589,nodes
30.0728802,32.3913143,,Point,,,station,,,,,,,,10680199231,nodes
30.1546004,31.9864514,,Point,,,station,,,,,,,,10680962316,nodes
30.2498379,32.4027992,,Point,,,station,,,,,,,,10665042092,nodes
30.9681076,30.9593688,,Point,,,station,,,,,,,,3745060290,nodes
30.2067292,32.4277744,,Point,محطة جنيفة,Gineifa,station,,,,,,,محطة جنيفة,1521661692,nodes
29.9952525,31.2315251,,Point,الزهراء,Al-Zahraa,station,,,,,,,الزهراء,5194246950,nodes
29.9954853,31.208614,,Point,ساقية مكي,Sakiat Mekki,station,,,,,,,ساقية مكي,9160395525,nodes
30.1264499,32.2022644,,Point,,,station,,,,,,,,10680908401,nodes
31.28295,30.0214287,,Point,محطة قطار المنتزة,Montazah,station,,,,,,,محطة المنتزة,1885009800,nodes
31.2671612,30.1738736,,Point,المعدية,El-Ma'addieh,station,,,,,,,,10601354316,nodes
28.5832181,30.8148245,,Point,محطة أبا الوقف,Aba al Waqf,station,,,,,,,محطة أبا الوقف,2718667239,nodes
30.7397335,30.8094545,,Point,,,station,,,,,,,,10570696028,nodes
26.3364072,31.889107,,Point,جرجا,Gerga,station,,,,,,,جرجا,520511965,nodes
26.2348173,31.9972169,,Point,محطة البليانا الجديدة,Al Balyana,station,,,,,,,محطة البليانا الجديدة,768085014,nodes
24.7066449,30.599294,,Point,Baris,,station,,,,,,,,336223060,nodes
25.3896804,30.5552165,,Point,الخارجة,Kharga,station,,,,,,,الخارجة,1144106978,nodes
25.0644948,30.5561684,,Point,,,station,,,,,,,,3736064406,nodes
31.2941533,30.0538727,,Point,محطة قطار المعمورة,Maamoura,station,,,,,,,محطة المعمورة,1039956176,nodes
27.3872227,30.8936852,,Point,بني قرة,Bani Qurrah,station,,,,,,,بني قرة,768091620,nodes
27.438287,30.8331136,,Point,نزالي جانوب,Nazali Ganub,station,,,,,,,نزالي جانوب,768730269,nodes
30.0629785,31.2460533,,Point,محطة رمسيس,Ramses Station,station,,,,,,,محطة رمسيس,271864421,nodes
30.8955044,29.5488069,,Point,برج العرب,,station,,,,,,,برج العرب,318014918,nodes
30.4284117,31.5564454,,Point,بلبيس,Bilbeis,station,,,,,,,بلبيس,1039233382,nodes
30.8869787,29.5936194,,Point,برج العرب الجديدة,New Borg El Arab,station,,,,,,,برج العرب الجديدة,3735776182,nodes
30.8619616,29.6177923,,Point,عزبة محمد فريد,,station,,,,,,,عزبة محمد فريد,10554265763,nodes
25.6965417,32.6449661,,Point,الأقصر,Luxor,station,,,,,,,الأقصر,1018818485,nodes
31.2189912,29.942465,,Point,محطة قطار سيدى جابر,Sidi Gaber Train Station,station,,,,,,,محطة قطار سيدى جابر,3605745439,nodes
30.0843667,31.3292503,,Point,محطة مترو كلية البنات,Koleyet El Banat subway station,station,,,,,,,محطة مترو كلية البنات,5007646022,nodes
30.1018837,31.1841656,,Point,Rod Al-Farag Corridor,Rod Al-Farag Corridor,station,,,,,,,,11495591793,nodes
30.0964108,31.1995819,,Point,Ring Road,Ring Road,station,,,,,,,,11495591819,nodes
30.0932033,31.2088797,,Point,Al-Kawmeiah,Al-Kawmeiah,station,,,,,,,,11495591841,nodes
30.0821151,31.2104856,,Point,Al-Bohy,Al-Bohy,station,,,,,,,,11495591842,nodes
30.0759487,31.2075611,,Point,Imbaba,Imbaba,station,,,,,,,,11495591853,nodes
30.0697816,31.2053352,,Point,Sudan,Sudan,station,,,,,,,,11495611079,nodes
30.1690624,31.7714641,,Point,محطة الروبيكي,Mahattat al Rubayqi,station,,,,,,,محطة الروبيكي,768766285,nodes
30.0137192,31.7251709,,Point,مدينة الفنون و الثقافة,Arts and Culture City,station,,,,,,,مدينة الفنون و الثقافة,9885200015,nodes
30.1665242,31.7524946,,Point,محطة الروبيكي,El-Robaiky,station,,,,,,,,9885200016,nodes
30.1366817,31.8067825,,Point,حدائق العاصمة,Hadayek al-Assema,station,,,,,,,,9885199998,nodes
30.0758949,31.7824843,,Point,مطار العاصمة,Capital Airport,station,,,,,,,,9885200014,nodes
30.8245427,28.9562637,,Point,العلمين,Al Alamayn,station,,,,,,,العلمين,1889457787,nodes
26.3912967,31.8201936,,Point,محطة العسيرات,Mahattat al Asirat,station,,,,,,,محطة العسيرات,768582840,nodes
24.0997955,32.9025252,,Point,محطة سكة حديد أسوان,Aswan Train Station,station,,,,,,,محطة سكة حديد أسوان,321239620,nodes
